start_index,direction,t,ratio
21,2,9.0,0.34099398125161506
21,2,9.1,0.34637054575378606
21,2,9.2,0.3517664104924487
21,2,9.3,0.3572045348551318
21,2,9.4,0.36270920094822423
21,2,9.5,0.3683060078369511
21,2,9.6,0.37402185109031655
21,2,9.7,0.3798848866267382
21,2,9.8,0.3859244781975467
21,2,9.9,0.3921711283182154
21,2,10.0,0.39865639296852085
21,3,0.0,0.0
21,3,0.1,0.03805048223534518
21,3,0.2,0.07500574333613491
21,3,0.3,0.11087151483460679
21,3,0.4,0.14564642181797705
21,3,0.5,0.17932140086345552
21,3,0.6,0.21187899726845064
21,3,0.7,0.24329255700124044
21,3,0.8,0.27352535288720137
21,3,0.9,0.3025297266035684
21,3,1.0,0.3302463994502018
21,3,1.1,0.35660422347818466
21,3,1.2,0.38152083805961046
21,3,1.3,0.40490500671273
21,3,1.4,0.4266618933362757
21,3,1.5,0.4467032698461866
21,3,1.6,0.46496569990576125
21,3,1.7,0.48144112238003567
21,3,1.8,0.4962257391515751
21,3,1.9,0.5095938685850143
21,3,2.0,0.5221013412052612
21,3,2.1,0.5347138131045036
21,3,2.2,0.5489328099653578
21,3,2.3,0.5668532654337041
21,3,2.4,0.591046278337478
21,3,2.5,0.6241728712240177
21,3,2.6,0.6683655494733968
21,3,2.7,0.7246320223080571
21,3,2.8,0.7926334252476344
21,3,2.9,0.8709940646744876
21,3,3.0,0.9579520093926017
21,3,3.1,1.051973239497152
21,3,3.2,1.1520470892902754
21,3,3.3,1.2576254908166442
